10000
         34621426 function calls (34606623 primitive calls) in 9.130 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
     5010    0.001    0.000    0.001    0.000 enum.py:1156(__new__)
      195    0.001    0.000    0.001    0.000 _shape_base_impl.py:628(column_stack)
        1    0.000    0.000    0.001    0.001 rrule.py:1(<module>)
        1    0.000    0.000    0.001    0.001 units.py:1(<module>)
     2529    0.001    0.000    0.001    0.000 _parser.py:175(append)
      327    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:731(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
      198    0.000    0.000    0.001    0.000 inspect.py:2008(_signature_get_user_defined_method)
       22    0.000    0.000    0.001    0.000 _docstring.py:79(<genexpr>)
        1    0.000    0.000    0.001    0.001 getlimits.py:168(_register_known_types)
        1    0.000    0.000    0.001    0.001 traceback.py:249(extract_stack)
        1    0.000    0.000    0.001    0.001 font_manager.py:1030(json_load)
        1    0.000    0.000    0.001    0.001 _utils_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:431(extract)
        1    0.000    0.000    0.001    0.001 traceback.py:453(_extract_from_extended_frame_gen)
        1    0.000    0.000    0.001    0.001 overrides.py:1(<module>)
     4727    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
      125    0.000    0.000    0.001    0.000 core.py:3405(copy)
      155    0.000    0.000    0.001    0.000 __init__.py:164(match)
     23/6    0.000    0.000    0.001    0.000 core.py:5074(streamline)
        1    0.000    0.000    0.001    0.001 __init__.py:274(load)
        1    0.000    0.000    0.001    0.001 seq_interval.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:299(loads)
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:1(<module>)
       38    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1717(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 decoder.py:340(decode)
        4    0.000    0.000    0.001    0.000 traceback.py:371(line)
        1    0.000    0.000    0.001    0.001 decoder.py:351(raw_decode)
        4    0.000    0.000    0.001    0.000 traceback.py:342(_set_lines)
       64    0.000    0.000    0.001    0.000 core.py:5005(__init__)
      546    0.000    0.000    0.001    0.000 _compiler.py:401(_simple)
        2    0.000    0.000    0.001    0.001 linecache.py:22(getline)
        2    0.000    0.000    0.001    0.001 linecache.py:32(getlines)
      368    0.000    0.000    0.001    0.000 __init__.py:101(find_spec)
     5238    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 linecache.py:102(updatecache)
       64    0.000    0.000    0.001    0.000 inspect.py:3324(__str__)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
     2492    0.001    0.000    0.001    0.000 _parser.py:163(__len__)
      806    0.001    0.000    0.001    0.000 enum.py:829(__setattr__)
        6    0.000    0.000    0.001    0.000 getlimits.py:36(__init__)
        1    0.000    0.000    0.001    0.001 feedparser.py:1(<module>)
 2833/643    0.001    0.000    0.001    0.000 __init__.py:368(recursive_subclasses)
      661    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
       10    0.000    0.000    0.001    0.000 __init__.py:238(define_aliases)
       64    0.000    0.000    0.001    0.000 inspect.py:3327(format)
     2686    0.001    0.000    0.001    0.000 util.py:214(__call__)
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
       28    0.000    0.000    0.001    0.000 _base.py:67(__set_name__)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
     2413    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      368    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
        3    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _fontconfig_pattern.py:57(comma_separated)
      310    0.000    0.000    0.001    0.000 function_base.py:473(_add_docstring)
       32    0.000    0.000    0.001    0.000 enum.py:484(__prepare__)
     5009    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.001    0.000 core.py:3234(_generateDefaultName)
      366    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      642    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
        8    0.000    0.000    0.001    0.000 dataclasses.py:1277(dataclass)
       11    0.000    0.000    0.001    0.000 typing.py:2054(__new__)
       11    0.000    0.000    0.001    0.000 core.py:3235(charsAsStr)
     2265    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _base.py:549(_AxesBase)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
     1694    0.001    0.000    0.001    0.000 unicode.py:63(<genexpr>)
     2417    0.001    0.000    0.001    0.000 inspect.py:3098(<genexpr>)
      642    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.001    0.001 records.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
      130    0.000    0.000    0.001    0.000 font_manager.py:989(_json_decode)
      196    0.001    0.000    0.001    0.000 _parser.py:85(opengroup)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
       13    0.000    0.000    0.001    0.000 deprecation.py:126(deprecate)
      368    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       89    0.000    0.000    0.001    0.000 typing.py:1131(_typevar_subst)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
      619    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      210    0.000    0.000    0.001    0.000 inspect.py:2832(replace)
       53    0.000    0.000    0.001    0.000 typing.py:395(_flatten_literal_params)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
       40    0.000    0.000    0.001    0.000 getlimits.py:113(_float_to_str)
      378    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       37    0.001    0.000    0.001    0.000 function_base.py:26(linspace)
        1    0.000    0.000    0.001    0.001 kmer_result.py:1(<module>)
     1482    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
     1482    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      734    0.001    0.000    0.001    0.000 enum.py:78(_is_private)
       10    0.000    0.000    0.001    0.000 extras.py:268(__init__)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
      475    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
       10    0.000    0.000    0.001    0.000 extras.py:273(getdoc)
       13    0.000    0.000    0.001    0.000 typing.py:1719(__getitem__)
       38    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1599(__init__)
     3327    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       27    0.000    0.000    0.001    0.000 core.py:6205(__init__)
       10    0.000    0.000    0.001    0.000 typing.py:1207(_generic_class_getitem)
     1308    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
        3    0.000    0.000    0.001    0.000 warnings.py:131(filterwarnings)
      788    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
     2283    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 rcsetup.py:814(validate_cycler)
     1513    0.001    0.000    0.001    0.000 _parser.py:292(tell)
      583    0.000    0.000    0.001    0.000 enum.py:37(_is_descriptor)
     3565    0.001    0.000    0.001    0.000 artist.py:1557(<genexpr>)
      199    0.001    0.000    0.001    0.000 _compiler.py:214(_compile_charset)
     5497    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
       80    0.000    0.000    0.001    0.000 __init__.py:259(make_alias)
  505/407    0.000    0.000    0.001    0.000 typing.py:1443(__hash__)
     2488    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
      648    0.000    0.000    0.001    0.000 enum.py:1589(_get_value)
      653    0.001    0.000    0.001    0.000 enum.py:764(__delattr__)
        1    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2392(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        8    0.000    0.000    0.001    0.000 colors.py:2563(make_norm_from_scale)
      642    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
    154/1    0.000    0.000    0.001    0.001 _mathtext_data.py:1722(_normalize_stix_fontcodes)
     2430    0.001    0.000    0.001    0.000 typing.py:1427(<genexpr>)
       13    0.000    0.000    0.001    0.000 typing.py:1733(__getitem_inner__)
       67    0.000    0.000    0.001    0.000 inspect.py:2114(_signature_bound_method)
      398    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
   193/93    0.000    0.000    0.001    0.000 core.py:2147(__str__)
       35    0.000    0.000    0.001    0.000 ipaddress.py:2316(__init__)
     1401    0.001    0.000    0.001    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
       14    0.000    0.000    0.001    0.000 typing.py:1634(__getitem__)
      129    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
    347/1    0.001    0.000    0.001    0.001 __config__.py:19(_cleanup)
     3089    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
      103    0.000    0.000    0.001    0.000 __init__.py:336(wrapper)
        1    0.000    0.000    0.001    0.001 interval_result.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cm_bivar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
       28    0.000    0.000    0.001    0.000 _base.py:52(__init__)
     6319    0.001    0.000    0.001    0.000 inspect.py:2816(name)
        1    0.000    0.000    0.001    0.001 feedparser.py:173(feed)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1704(_array_str_implementation)
       92    0.000    0.000    0.001    0.000 core.py:2634(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:444(PercentStyle)
      368    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.001    0.001 __init__.py:954(distribution)
        1    0.000    0.000    0.001    0.001 _mathtext.py:1808(Parser)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:393(from_name)
      327    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_check_name_wrapper)
      357    0.000    0.000    0.001    0.000 _function_base_impl.py:358(iterable)
       50    0.000    0.000    0.001    0.000 core.py:944(__init__)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
     10/4    0.000    0.000    0.001    0.000 core.py:4733(streamline)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
      452    0.000    0.000    0.001    0.000 __init__.py:781(__getitem__)
       14    0.000    0.000    0.001    0.000 core.py:6445(__init__)
     1003    0.000    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
       70    0.000    0.000    0.001    0.000 enum.py:946(_get_mixins_)
        1    0.000    0.000    0.001    0.001 _nanfunctions_impl.py:1(<module>)
      443    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       19    0.000    0.000    0.001    0.000 arrayprint.py:564(wrapper)
     2492    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        6    0.000    0.000    0.001    0.000 _docstring.py:66(__call__)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
      259    0.000    0.000    0.001    0.000 _parser.py:371(_escape)
       33    0.000    0.000    0.001    0.000 rcsetup.py:99(f)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
   113/96    0.000    0.000    0.001    0.000 typing.py:1773(__hash__)
       21    0.000    0.000    0.001    0.000 typing.py:1658(copy_with)
      712    0.000    0.000    0.001    0.000 typing.py:1437(__eq__)
     5481    0.001    0.000    0.001    0.000 inspect.py:2828(kind)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
      310    0.000    0.000    0.001    0.000 function_base.py:455(_needs_add_docstring)
       40    0.000    0.000    0.001    0.000 core.py:2694(__init__)
        1    0.000    0.000    0.001    0.001 seq_entry.py:1(<module>)
      242    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
  730/595    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
       12    0.000    0.000    0.001    0.000 core.py:5593(parseImpl)
       38    0.000    0.000    0.001    0.000 <frozen zipimport>:68(__init__)
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.001    0.001 transforms.py:209(BboxBase)
        2    0.000    0.000    0.001    0.000 __init__.py:522(_get_config_or_cache_dir)
      125    0.000    0.000    0.001    0.000 _parser.py:894(_parse_flags)
       25    0.000    0.000    0.001    0.000 __init__.py:2129(getLogger)
       19    0.001    0.000    0.001    0.000 arrayprint.py:1697(_guarded_repr_or_str)
        1    0.000    0.000    0.001    0.001 __init__.py:126(EntryPoint)
        2    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
     2368    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
     2492    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _histograms_impl.py:1(<module>)
       62    0.000    0.000    0.001    0.000 _compiler.py:389(_mk_bitmap)
      253    0.000    0.000    0.001    0.000 inspect.py:2850(__str__)
        1    0.000    0.000    0.001    0.001 __init__.py:845(copy)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
